text,start,duration,end,clean_text,tokens,word_count,sentiment,sentiment_num,entities,time_bin
It gives me goosebumps almost.,893.756,1.301,895.057,it gives me goosebumps almost.,"['it', 'gives', 'me', 'goosebumps']",4,POSITIVE,1,[],840.0
"And the doctor said, he's like ""that
Apple Watch just saved your life"".",895.091,2.936,898.027,"and the doctor said, he's like ""that
apple watch just saved your life"".","['and', 'the', 'doctor', 'like', 'apple', 'watch', 'just', 'saved', 'your']",9,POSITIVE,1,[],840.0
"I got home and I started
to do a jump rope routine.",898.06,3.537,901.597,"i got home and i started
to do a jump rope routine.","['i', 'got', 'home', 'and', 'i', 'started', 'to', 'do', 'a', 'jump', 'rope']",11,POSITIVE,1,[],840.0
"My legs just started to jitter
and I hit the ground.",901.631,3.069,904.6999999999999,"my legs just started to jitter
and i hit the ground.","['my', 'legs', 'just', 'started', 'to', 'jitter', 'and', 'i', 'hit', 'the']",10,NEGATIVE,-1,[],840.0
"Meanwhile my watch is buzzing,
so I look at it and it says,",904.734,3.804,908.538,"meanwhile my watch is buzzing,
so i look at it and it says,","['meanwhile', 'my', 'watch', 'is', 'so', 'i', 'look', 'at', 'it', 'and', 'it']",11,POSITIVE,1,[],840.0
"""It looks like you're in trouble.
Do you need help?""",908.538,3.003,911.541,"""it looks like you're in trouble.
do you need help?""","['looks', 'like', 'in', 'do', 'you', 'need']",6,NEGATIVE,-1,[],840.0
"It didn't dawn on me
that I was having a stroke.",912.375,3.57,915.945,"it didn't dawn on me
that i was having a stroke.","['it', 'dawn', 'on', 'me', 'that', 'i', 'was', 'having', 'a']",9,NEGATIVE,-1,[],840.0
"Me and my friend, we were hiking in Japan.",917.747,2.836,920.583,"me and my friend, we were hiking in japan.","['me', 'and', 'my', 'we', 'were', 'hiking', 'in']",7,POSITIVE,1,"[('japan', 'GPE')]",840.0
"On the second day it starts
snow storming, and it’s just white.",920.85,4.037,924.8870000000001,"on the second day it starts
snow storming, and it’s just white.","['on', 'the', 'second', 'day', 'it', 'starts', 'snow', 'and', 'just']",9,NEGATIVE,-1,"[('the second day', 'DATE')]",840.0
"I was driving home.
I started feeling really off.",924.921,3.37,928.291,"i was driving home.
i started feeling really off.","['i', 'was', 'driving', 'i', 'started', 'feeling', 'really']",7,NEGATIVE,-1,[],840.0
"I started feeling dizzy
and that's the last thing I remember.",928.324,3.971,932.295,"i started feeling dizzy
and that's the last thing i remember.","['i', 'started', 'feeling', 'dizzy', 'and', 'the', 'last', 'thing', 'i']",9,NEGATIVE,-1,[],840.0
"We lost our phones in the snow.
We had nothing left.",934.03,3.003,937.033,"we lost our phones in the snow.
we had nothing left.","['we', 'lost', 'our', 'phones', 'in', 'the', 'we', 'had', 'nothing']",9,NEGATIVE,-1,[],840.0
"No food, no water.",937.066,1.602,938.668,"no food, no water.","['no', 'no']",2,NEGATIVE,-1,[],840.0
"You can't feel your fingers,
you can't feel your anything.",938.668,3.17,941.838,"you can't feel your fingers,
you can't feel your anything.","['you', 'feel', 'your', 'you', 'feel', 'your']",6,NEGATIVE,-1,[],840.0
"I don't think I was ready
to finish my life there.",944.44,3.103,947.543,"i don't think i was ready
to finish my life there.","['i', 'think', 'i', 'was', 'ready', 'to', 'finish', 'my', 'life']",9,NEGATIVE,-1,[],840.0
And what I was wearing was my Apple Watch.,948.845,3.003,951.8480000000001,and what i was wearing was my apple watch.,"['and', 'what', 'i', 'was', 'wearing', 'was', 'my', 'apple']",8,NEGATIVE,-1,[],840.0
"We contacted the emergency rescue
using the SOS feature.",952.148,3.804,955.952,"we contacted the emergency rescue
using the sos feature.","['we', 'contacted', 'the', 'emergency', 'rescue', 'using', 'the', 'sos']",8,NEGATIVE,-1,"[('sos', 'ORG')]",840.0
"I had a car just crash through the garage.
They’re upside down in our pool.",956.118,3.771,959.889,"i had a car just crash through the garage.
they’re upside down in our pool.","['i', 'had', 'a', 'car', 'just', 'crash', 'through', 'the', 'upside', 'down', 'in', 'our']",12,NEGATIVE,-1,[],840.0
"The next thing I remember was just hearing
this very faint voice through my Watch",960.122,5.406,965.5279999999999,"the next thing i remember was just hearing
this very faint voice through my watch","['the', 'next', 'thing', 'i', 'remember', 'was', 'just', 'hearing', 'this', 'very', 'faint', 'voice', 'through', 'my', 'watch']",15,NEGATIVE,-1,[],960.0
"saying, ""Help is on the way.""",965.661,1.869,967.53,"saying, ""help is on the way.""","['is', 'on', 'the']",3,POSITIVE,1,[],960.0
“We’ve got everyone on the way.”,967.53,1.735,969.265,“we’ve got everyone on the way.”,"['got', 'everyone', 'on', 'the']",4,POSITIVE,1,[],960.0
"That helicopter ride was
the best feeling I've felt in my life.",971.534,3.937,975.471,"that helicopter ride was
the best feeling i've felt in my life.","['that', 'helicopter', 'ride', 'was', 'the', 'best', 'feeling', 'felt', 'in', 'my']",10,POSITIVE,1,[],960.0
"I've always read those stories about
how Apple Watch saved someone's life.",975.538,3.537,979.075,"i've always read those stories about
how apple watch saved someone's life.","['always', 'read', 'those', 'stories', 'about', 'how', 'apple', 'watch', 'saved']",9,POSITIVE,1,[],960.0
"That's why I started,
to help my mental health.",979.208,3.103,982.3109999999999,"that's why i started,
to help my mental health.","['why', 'i', 'to', 'help', 'my', 'mental']",6,NEGATIVE,-1,[],960.0
We just completed the first mile.,982.612,1.434,984.0459999999999,we just completed the first mile.,"['we', 'just', 'completed', 'the', 'first']",5,POSITIVE,1,"[('first', 'ORDINAL')]",960.0
Six miles!,984.046,1.035,985.081,six miles!,['six'],1,POSITIVE,1,"[('six miles', 'QUANTITY')]",960.0
I don't know if I can do this.,985.081,1.234,986.315,i don't know if i can do this.,"['i', 'know', 'if', 'i', 'can', 'do']",6,NEGATIVE,-1,[],960.0
"You don't need no medals.
One mile to go.",986.315,2.436,988.7510000000001,"you don't need no medals.
one mile to go.","['you', 'need', 'no', 'one', 'mile', 'to']",6,POSITIVE,1,"[('one mile', 'QUANTITY')]",960.0
"Whatever life throws at you, you keep going,
you keep pushing and I promise you",988.751,4.571,993.322,"whatever life throws at you, you keep going,
you keep pushing and i promise you","['whatever', 'life', 'throws', 'at', 'you', 'keep', 'you', 'keep', 'pushing', 'and', 'i', 'promise', 'you']",13,POSITIVE,1,[],960.0
"even in the darkest moments,
it will get better.",993.322,2.736,996.058,"even in the darkest moments,
it will get better.","['even', 'in', 'the', 'darkest', 'it', 'will', 'get']",7,POSITIVE,1,[],960.0
"Minutes save lives, you know,
seconds save lives.",996.259,2.769,999.028,"minutes save lives, you know,
seconds save lives.","['minutes', 'save', 'you', 'seconds', 'save']",5,NEGATIVE,-1,"[('minutes', 'TIME')]",960.0
"That was my second chance, without
this Watch, I probably would not have had.",999.061,4.171,1003.2320000000001,"that was my second chance, without
this watch, i probably would not have had.","['that', 'was', 'my', 'second', 'without', 'this', 'i', 'probably', 'would', 'not', 'have']",11,NEGATIVE,-1,"[('second', 'ORDINAL')]",960.0
I felt like my Apple Watch had my back.,1003.666,2.002,1005.668,i felt like my apple watch had my back.,"['i', 'felt', 'like', 'my', 'apple', 'watch', 'had', 'my']",8,NEGATIVE,-1,[],960.0
"Oh my God, it had my back,
it had my front, it had my sides.",1005.701,3.704,1009.405,"oh my god, it had my back,
it had my front, it had my sides.","['oh', 'my', 'it', 'had', 'my', 'it', 'had', 'my', 'it', 'had', 'my']",11,NEGATIVE,-1,[],960.0
"It had my head. It had
my past, my future.",1009.405,3.003,1012.408,"it had my head. it had
my past, my future.","['it', 'had', 'my', 'it', 'had', 'my', 'my']",7,POSITIVE,1,[],960.0
"Yes, it had everything.",1012.408,1.602,1014.01,"yes, it had everything.","['it', 'had']",2,POSITIVE,1,[],960.0
"It’s truly incredible to see how
Apple Watch can help people",1019.482,3.637,1023.1189999999999,"it’s truly incredible to see how
apple watch can help people","['truly', 'incredible', 'to', 'see', 'how', 'apple', 'watch', 'can', 'help', 'people']",10,POSITIVE,1,[],960.0
in so many different ways.,1023.119,2.235,1025.354,in so many different ways.,"['in', 'so', 'many', 'different']",4,POSITIVE,1,[],960.0
"Its indispensable nature makes Apple Watch
the most popular watch in the world.",1025.388,5.639,1031.0269999999998,"its indispensable nature makes apple watch
the most popular watch in the world.","['its', 'indispensable', 'nature', 'makes', 'apple', 'watch', 'the', 'most', 'popular', 'watch', 'in', 'the']",12,POSITIVE,1,[],960.0
"And each year we make
Apple Watch even more essential.",1031.06,4.438,1035.498,"and each year we make
apple watch even more essential.","['and', 'each', 'year', 'we', 'make', 'apple', 'watch', 'even', 'more']",9,POSITIVE,1,"[('each year', 'DATE')]",960.0
"To tell you what’s new, here’s Stan.",1035.498,2.436,1037.934,"to tell you what’s new, here’s stan.","['to', 'tell', 'you']",3,POSITIVE,1,[],960.0
"♪ “We’ve Got A Good Thing Going” 
by Tseba ♪",1037.934,2.102,1040.036,"♪ “we’ve got a good thing going” 
by tseba ♪","['got', 'a', 'good', 'thing', 'by', 'tseba']",6,POSITIVE,1,[],960.0
"Today, we’re making the best watch
in the world even better.",1052.481,3.971,1056.452,"today, we’re making the best watch
in the world even better.","['making', 'the', 'best', 'watch', 'in', 'the', 'world', 'even']",8,POSITIVE,1,"[('today', 'DATE')]",960.0
Introducing Apple Watch Series 11.,1056.452,2.703,1059.155,introducing apple watch series 11.,"['introducing', 'apple', 'watch', 'series']",4,POSITIVE,1,"[('11', 'CARDINAL')]",960.0
"It’s our thinnest and most comfortable
watch, and it’s even more durable!",1059.188,4.238,1063.4260000000002,"it’s our thinnest and most comfortable
watch, and it’s even more durable!","['our', 'thinnest', 'and', 'most', 'comfortable', 'and', 'even', 'more']",8,POSITIVE,1,[],960.0
"It starts with our
proprietary Ion-X glass,",1063.426,2.602,1066.028,"it starts with our
proprietary ion-x glass,","['it', 'starts', 'with', 'our', 'proprietary']",5,NEGATIVE,-1,[],960.0
which is the toughest in the industry.,1066.062,2.202,1068.264,which is the toughest in the industry.,"['which', 'is', 'the', 'toughest', 'in', 'the']",6,NEGATIVE,-1,[],960.0
"We then apply a custom
Apple-designed ceramic coating",1068.297,3.003,1071.3,"we then apply a custom
apple-designed ceramic coating","['we', 'then', 'apply', 'a', 'custom', 'ceramic', 'coating']",7,NEGATIVE,-1,[],960.0
"that bonds to the glass
at an atomic level,",1071.334,2.502,1073.836,"that bonds to the glass
at an atomic level,","['that', 'bonds', 'to', 'the', 'glass', 'at', 'an', 'atomic']",8,POSITIVE,1,[],960.0
making it significantly harder.,1073.869,1.869,1075.7379999999998,making it significantly harder.,"['making', 'it', 'significantly']",3,NEGATIVE,-1,[],960.0
"So now it’s two times more
scratch resistant,",1075.771,2.87,1078.6409999999998,"so now it’s two times more
scratch resistant,","['so', 'now', 'two', 'times', 'more', 'scratch']",6,NEGATIVE,-1,"[('two', 'CARDINAL')]",960.0
"perfect for everyday use
and the challenges of an active lifestyle.",1078.674,4.305,1082.979,"perfect for everyday use
and the challenges of an active lifestyle.","['perfect', 'for', 'everyday', 'use', 'and', 'the', 'challenges', 'of', 'an', 'active']",10,POSITIVE,1,[],960.0
"With a cellular connection,
Apple Watch makes it easy",1083.012,2.636,1085.648,"with a cellular connection,
apple watch makes it easy","['with', 'a', 'cellular', 'apple', 'watch', 'makes', 'it', 'easy']",8,POSITIVE,1,[],1080.0
"to stay connected when
your phone isn’t with you.",1085.681,2.97,1088.651,"to stay connected when
your phone isn’t with you.","['to', 'stay', 'connected', 'when', 'your', 'phone', 'with']",7,NEGATIVE,-1,[],1080.0
"Series 11 now includes
the latest cellular technology, 5G!",1088.884,5.039,1093.923,"series 11 now includes
the latest cellular technology, 5g!","['series', 'now', 'includes', 'the', 'latest', 'cellular']",6,POSITIVE,1,"[('11', 'CARDINAL'), ('5', 'CARDINAL')]",1080.0
The new 5G modem and antenna architecture,1093.956,2.636,1096.5919999999999,the new 5g modem and antenna architecture,"['the', 'new', 'modem', 'and', 'antenna', 'architecture']",6,POSITIVE,1,"[('5g modem', 'QUANTITY'), ('antenna', 'PERSON')]",1080.0
"improve performance
and provide even more coverage.",1096.626,3.703,1100.329,"improve performance
and provide even more coverage.","['improve', 'performance', 'and', 'provide', 'even', 'more']",6,POSITIVE,1,[],1080.0
"Plus, it’s more power efficient,
using less battery for cellular.",1100.329,4.204,1104.533,"plus, it’s more power efficient,
using less battery for cellular.","['more', 'power', 'using', 'less', 'battery', 'for']",6,POSITIVE,1,[],1080.0
"At launch, many of our biggest carrier
partners will support 5G on Apple Watch.",1104.567,5.005,1109.5720000000001,"at launch, many of our biggest carrier
partners will support 5g on apple watch.","['at', 'many', 'of', 'our', 'biggest', 'carrier', 'partners', 'will', 'support', 'on', 'apple']",11,POSITIVE,1,"[('5', 'CARDINAL')]",1080.0
"Series 11 comes with watchOS 26,
bringing new features and intelligence,",1109.939,4.838,1114.777,"series 11 comes with watchos 26,
bringing new features and intelligence,","['series', 'comes', 'with', 'watchos', 'bringing', 'new', 'features', 'and']",8,POSITIVE,1,"[('11', 'CARDINAL'), ('26', 'CARDINAL')]",1080.0
as well as an elegant new design.,1114.81,2.469,1117.279,as well as an elegant new design.,"['as', 'well', 'as', 'an', 'elegant', 'new']",6,POSITIVE,1,[],1080.0
"The new watch face Flow
uses Liquid Glass numerals",1117.313,3.07,1120.383,"the new watch face flow
uses liquid glass numerals","['the', 'new', 'watch', 'face', 'flow', 'uses', 'liquid', 'glass', 'numerals']",9,NEGATIVE,-1,[],1080.0
to beautifully refract swirls of color.,1120.416,2.769,1123.185,to beautifully refract swirls of color.,"['to', 'beautifully', 'refract', 'swirls', 'of']",5,NEGATIVE,-1,[],1080.0
"And Exactograph, a modern reinterpretation
of a traditional regulator clock",1123.219,4.571,1127.79,"and exactograph, a modern reinterpretation
of a traditional regulator clock","['and', 'a', 'modern', 'reinterpretation', 'of', 'a', 'traditional', 'regulator', 'clock']",9,POSITIVE,1,[],1080.0
"that separates the hours, minutes,
and seconds for precise timekeeping.",1127.823,4.138,1131.961,"that separates the hours, minutes,
and seconds for precise timekeeping.","['that', 'separates', 'the', 'and', 'seconds', 'for', 'precise']",7,NEGATIVE,-1,"[('the hours, minutes', 'TIME'), ('seconds', 'TIME')]",1080.0
"Series 11 also comes with
a comprehensive set of health features,",1131.994,3.671,1135.665,"series 11 also comes with
a comprehensive set of health features,","['series', 'also', 'comes', 'with', 'a', 'comprehensive', 'set', 'of', 'health']",9,POSITIVE,1,"[('11', 'CARDINAL')]",1080.0
"including heart, hearing, cycle tracking,
mental health, and more.",1135.665,4.938,1140.603,"including heart, hearing, cycle tracking,
mental health, and more.","['including', 'cycle', 'mental', 'and']",4,POSITIVE,1,[],1080.0
"And we’re taking that innovation
in health even further",1140.936,3.304,1144.24,"and we’re taking that innovation
in health even further","['and', 'taking', 'that', 'innovation', 'in', 'health', 'even', 'further']",8,POSITIVE,1,[],1080.0
"adding new features
in heart health and sleep.",1144.273,3.437,1147.7099999999998,"adding new features
in heart health and sleep.","['adding', 'new', 'features', 'in', 'heart', 'health', 'and']",7,POSITIVE,1,[],1080.0
Here’s Sumbul to tell you more.,1147.743,2.069,1149.812,here’s sumbul to tell you more.,"['sumbul', 'to', 'tell', 'you']",4,POSITIVE,1,[],1080.0
"Heart health has always been
integral to Apple Watch.",1156.085,3.203,1159.288,"heart health has always been
integral to apple watch.","['heart', 'health', 'has', 'always', 'been', 'integral', 'to', 'apple']",8,POSITIVE,1,[],1080.0
"This year, we’re thrilled
to share our next advancement",1159.288,2.936,1162.224,"this year, we’re thrilled
to share our next advancement","['this', 'thrilled', 'to', 'share', 'our', 'next', 'advancement']",7,POSITIVE,1,"[('this year', 'DATE')]",1080.0
"focused on a problem
of massive proportions,",1162.258,2.836,1165.094,"focused on a problem
of massive proportions,","['focused', 'on', 'a', 'problem', 'of', 'massive']",6,NEGATIVE,-1,[],1080.0
"high blood pressure,
also known as hypertension.",1165.127,3.537,1168.664,"high blood pressure,
also known as hypertension.","['high', 'blood', 'also', 'known', 'as']",5,NEGATIVE,-1,[],1080.0
"It impacts approximately
1.3 billion adults worldwide.",1168.664,4.104,1172.768,"it impacts approximately
1.3 billion adults worldwide.","['it', 'impacts', 'approximately', 'billion', 'adults']",5,POSITIVE,1,"[('approximately\n1.3 billion', 'QUANTITY')]",1080.0
"The American Heart Association has
referred to it as a silent killer",1172.802,3.67,1176.472,"the american heart association has
referred to it as a silent killer","['the', 'american', 'heart', 'association', 'has', 'referred', 'to', 'it', 'as', 'a', 'silent', 'killer']",12,NEGATIVE,-1,"[('american', 'NORP')]",1080.0
"because it often occurs
with no obvious symptoms.",1176.472,3.07,1179.542,"because it often occurs
with no obvious symptoms.","['because', 'it', 'often', 'occurs', 'with', 'no', 'obvious']",7,NEGATIVE,-1,[],1080.0
"To help, we've developed
a groundbreaking feature",1179.942,2.836,1182.778,"to help, we've developed
a groundbreaking feature","['to', 'developed', 'a', 'groundbreaking', 'feature']",5,POSITIVE,1,[],1080.0
"that can alert you
to possible hypertension,",1182.812,2.569,1185.3809999999999,"that can alert you
to possible hypertension,","['that', 'can', 'alert', 'you', 'to', 'possible']",6,NEGATIVE,-1,[],1080.0
just by wearing your Apple Watch.,1185.414,2.336,1187.75,just by wearing your apple watch.,"['just', 'by', 'wearing', 'your', 'apple']",5,POSITIVE,1,[],1080.0
"Using data from the optical heart sensor,
the algorithm looks for",1187.783,3.237,1191.02,"using data from the optical heart sensor,
the algorithm looks for","['using', 'data', 'from', 'the', 'optical', 'heart', 'the', 'algorithm', 'looks', 'for']",10,NEGATIVE,-1,[],1080.0
"chronic high blood pressure
by analyzing how your blood vessels",1191.053,3.203,1194.256,"chronic high blood pressure
by analyzing how your blood vessels","['chronic', 'high', 'blood', 'pressure', 'by', 'analyzing', 'how', 'your', 'blood', 'vessels']",10,NEGATIVE,-1,[],1080.0
respond to beats of the heart.,1194.256,2.002,1196.258,respond to beats of the heart.,"['respond', 'to', 'beats', 'of', 'the']",5,POSITIVE,1,[],1080.0
"The algorithm works in the background,
reviewing data over 30-day periods,",1196.358,3.904,1200.262,"the algorithm works in the background,
reviewing data over 30-day periods,","['the', 'algorithm', 'works', 'in', 'the', 'reviewing', 'data', 'over']",8,POSITIVE,1,"[('30-day', 'DATE')]",1080.0
"and will notify you if it identifies
patterns of hypertension.",1200.262,4.405,1204.667,"and will notify you if it identifies
patterns of hypertension.","['and', 'will', 'notify', 'you', 'if', 'it', 'identifies', 'patterns', 'of']",9,NEGATIVE,-1,[],1200.0
"We developed this novel approach using
advanced machine learning methods",1204.7,3.904,1208.604,"we developed this novel approach using
advanced machine learning methods","['we', 'developed', 'this', 'novel', 'approach', 'using', 'advanced', 'machine', 'learning', 'methods']",10,POSITIVE,1,[],1200.0
"and a series of studies totaling
over 100,000 participants.",1208.637,4.038,1212.675,"and a series of studies totaling
over 100,000 participants.","['and', 'a', 'series', 'of', 'studies', 'totaling', 'over']",7,POSITIVE,1,"[('100,000', 'CARDINAL')]",1200.0
"While it won't detect all instances
of hypertension, we expect to notify",1213.042,4.371,1217.413,"while it won't detect all instances
of hypertension, we expect to notify","['while', 'it', 'detect', 'all', 'instances', 'of', 'we', 'expect', 'to', 'notify']",10,NEGATIVE,-1,[],1200.0
"over one million people
with undiagnosed hypertension",1217.446,3.304,1220.75,"over one million people
with undiagnosed hypertension","['over', 'one', 'million', 'people', 'with', 'undiagnosed', 'hypertension']",7,NEGATIVE,-1,"[('over one million', 'CARDINAL')]",1200.0
"in the first year alone,",1220.75,1.735,1222.485,"in the first year alone,","['in', 'the', 'first', 'year']",4,POSITIVE,1,"[('the first year alone', 'DATE')]",1200.0
"empowering them to make lifesaving
behavioral changes or start treatment.",1222.518,4.638,1227.156,"empowering them to make lifesaving
behavioral changes or start treatment.","['empowering', 'them', 'to', 'make', 'lifesaving', 'behavioral', 'changes', 'or', 'start']",9,POSITIVE,1,[],1200.0
"We expect clearance from the FDA
and other regulators soon,",1227.189,3.537,1230.726,"we expect clearance from the fda
and other regulators soon,","['we', 'expect', 'clearance', 'from', 'the', 'fda', 'and', 'other', 'regulators']",9,NEGATIVE,-1,"[('fda', 'ORG')]",1200.0
"with availability in 150 countries
and regions this month,",1230.76,3.303,1234.063,"with availability in 150 countries
and regions this month,","['with', 'availability', 'in', 'countries', 'and', 'regions', 'this']",7,POSITIVE,1,"[('150', 'CARDINAL'), ('this month', 'DATE')]",1200.0
including the U.S. and Europe.,1234.096,1.869,1235.965,including the u.s. and europe.,"['including', 'the', 'and']",3,POSITIVE,1,"[('u.s.', 'GPE'), ('europe', 'LOC')]",1200.0
"Now, let’s talk about sleep, which is
critical to daily restoration of your body",1236.265,4.638,1240.903,"now, let’s talk about sleep, which is
critical to daily restoration of your body","['talk', 'about', 'which', 'is', 'critical', 'to', 'daily', 'restoration', 'of', 'your', 'body']",11,NEGATIVE,-1,"[('daily', 'DATE')]",1200.0
"and mind, and is also an important
factor in your longevity.",1240.903,4.438,1245.3410000000001,"and mind, and is also an important
factor in your longevity.","['and', 'and', 'is', 'also', 'an', 'important', 'factor', 'in', 'your']",9,POSITIVE,1,[],1200.0
"Apple Watch already helps
you meet your sleep goals,",1245.374,2.669,1248.0430000000001,"apple watch already helps
you meet your sleep goals,","['apple', 'watch', 'already', 'helps', 'you', 'meet', 'your', 'sleep']",8,POSITIVE,1,"[('apple', 'ORG')]",1200.0
"gain insights, and discover
possible sleep apnea.",1248.077,3.67,1251.747,"gain insights, and discover
possible sleep apnea.","['gain', 'and', 'discover', 'possible', 'sleep']",5,POSITIVE,1,[],1200.0
"Now we’ll help you understand
the quality of your sleep",1251.781,2.836,1254.617,"now we’ll help you understand
the quality of your sleep","['now', 'help', 'you', 'understand', 'the', 'quality', 'of', 'your', 'sleep']",9,NEGATIVE,-1,[],1200.0
"and how to make it more
restorative with sleep score.",1254.65,3.203,1257.853,"and how to make it more
restorative with sleep score.","['and', 'how', 'to', 'make', 'it', 'more', 'restorative', 'with', 'sleep']",9,NEGATIVE,-1,[],1200.0
"The quality of your sleep is influenced by
several factors, such as sleep duration,",1257.887,4.404,1262.291,"the quality of your sleep is influenced by
several factors, such as sleep duration,","['the', 'quality', 'of', 'your', 'sleep', 'is', 'influenced', 'by', 'several', 'such', 'as', 'sleep']",12,NEGATIVE,-1,[],1200.0
"bedtime consistency,
how often you wake up,",1262.324,2.603,1264.9270000000001,"bedtime consistency,
how often you wake up,","['bedtime', 'how', 'often', 'you', 'wake']",5,POSITIVE,1,[],1200.0
and the time spent in each sleep stage.,1264.96,2.67,1267.63,and the time spent in each sleep stage.,"['and', 'the', 'time', 'spent', 'in', 'each', 'sleep']",7,NEGATIVE,-1,[],1200.0
"Sleep score analyzes
these factors each night",1267.73,2.569,1270.299,"sleep score analyzes
these factors each night","['sleep', 'score', 'analyzes', 'these', 'factors', 'each', 'night']",7,NEGATIVE,-1,"[('each night', 'TIME')]",1200.0
"and provides a classification,
plus a score.",1270.332,2.937,1273.269,"and provides a classification,
plus a score.","['and', 'provides', 'a', 'plus', 'a']",5,POSITIVE,1,[],1200.0
"You’ll see how the score is calculated,",1273.302,1.602,1274.904,"you’ll see how the score is calculated,","['see', 'how', 'the', 'score', 'is']",5,POSITIVE,1,[],1200.0
"so it's easy to understand
what you can do to improve.",1274.937,3.136,1278.0729999999999,"so it's easy to understand
what you can do to improve.","['so', 'easy', 'to', 'understand', 'what', 'you', 'can', 'do', 'to']",9,POSITIVE,1,[],1200.0
"Guidance from leading experts,",1278.474,1.301,1279.7749999999999,"guidance from leading experts,","['guidance', 'from', 'leading']",3,POSITIVE,1,[],1200.0
"including the World Sleep Society,
underpins the scoring approach.",1279.809,3.77,1283.579,"including the world sleep society,
underpins the scoring approach.","['including', 'the', 'world', 'sleep', 'underpins', 'the', 'scoring']",7,POSITIVE,1,[],1200.0
"And over five million nights of sleep data
from the Apple Heart and Movement Study",1283.612,3.704,1287.316,"and over five million nights of sleep data
from the apple heart and movement study","['and', 'over', 'five', 'million', 'nights', 'of', 'sleep', 'data', 'from', 'the', 'apple', 'heart', 'and', 'movement', 'study']",15,NEGATIVE,-1,[],1200.0
"were used to develop
and test the scoring algorithms.",1287.349,3.07,1290.4189999999999,"were used to develop
and test the scoring algorithms.","['were', 'used', 'to', 'develop', 'and', 'test', 'the', 'scoring']",8,NEGATIVE,-1,[],1200.0
"You can see details in the Sleep app
and you can track it",1290.653,2.569,1293.222,"you can see details in the sleep app
and you can track it","['you', 'can', 'see', 'details', 'in', 'the', 'sleep', 'app', 'and', 'you', 'can', 'track', 'it']",13,NEGATIVE,-1,[],1200.0
over time in the Health app on iPhone.,1293.255,2.836,1296.0910000000001,over time in the health app on iphone.,"['over', 'time', 'in', 'the', 'health', 'app', 'on']",7,NEGATIVE,-1,[],1200.0
"Now, back to Stan.",1296.125,2.002,1298.127,"now, back to stan.","['back', 'to']",2,POSITIVE,1,"[('stan', 'PERSON')]",1200.0
"Hypertension notifications,
the new sleep score,",1299.895,2.97,1302.865,"hypertension notifications,
the new sleep score,","['hypertension', 'the', 'new', 'sleep']",4,NEGATIVE,-1,[],1200.0
"and the many other incredible health,
fitness, and safety features",1302.865,4.271,1307.136,"and the many other incredible health,
fitness, and safety features","['and', 'the', 'many', 'other', 'incredible', 'and', 'safety', 'features']",8,POSITIVE,1,[],1200.0
will make a huge impact on users’ lives.,1307.169,3.003,1310.172,will make a huge impact on users’ lives.,"['will', 'make', 'a', 'huge', 'impact', 'on']",6,POSITIVE,1,[],1200.0
"To support all of these
amazing capabilities,",1310.406,2.903,1313.309,"to support all of these
amazing capabilities,","['to', 'support', 'all', 'of', 'these', 'amazing']",6,POSITIVE,1,[],1200.0
we also re-engineered the battery.,1313.342,2.236,1315.5780000000002,we also re-engineered the battery.,"['we', 'also', 'the']",3,NEGATIVE,-1,[],1200.0
"Series 11 now gets up to
24 hours of battery life,",1315.611,3.57,1319.181,"series 11 now gets up to
24 hours of battery life,","['series', 'now', 'gets', 'up', 'to', 'hours', 'of', 'battery']",8,NEGATIVE,-1,"[('11', 'CARDINAL'), ('24 hours', 'TIME')]",1200.0
so you can wear it all day and all night.,1319.215,3.069,1322.2839999999999,so you can wear it all day and all night.,"['so', 'you', 'can', 'wear', 'it', 'all', 'day', 'and', 'all']",9,POSITIVE,1,[],1200.0
"Series 11 comes in Jet Black,
Silver, Rose Gold",1322.284,3.837,1326.121,"series 11 comes in jet black,
silver, rose gold","['series', 'comes', 'in', 'jet', 'rose', 'gold']",6,POSITIVE,1,"[('11', 'CARDINAL')]",1320.0
"and a beautiful new Space Gray
all made from 100% recycled aluminum.",1326.155,4.871,1331.026,"and a beautiful new space gray
all made from 100% recycled aluminum.","['and', 'a', 'beautiful', 'new', 'space', 'gray', 'all', 'made', 'from', 'recycled']",10,NEGATIVE,-1,"[('100%', 'PERCENT')]",1320.0
"There are also gorgeous polished cases
made from 100% recycled titanium",1331.06,4.337,1335.397,"there are also gorgeous polished cases
made from 100% recycled titanium","['there', 'are', 'also', 'gorgeous', 'polished', 'cases', 'made', 'from', 'recycled', 'titanium']",10,POSITIVE,1,"[('100%', 'PERCENT')]",1320.0
"in Natural, Gold and Slate.",1335.431,2.569,1338.0,"in natural, gold and slate.","['in', 'gold', 'and']",3,POSITIVE,1,[],1320.0
"This fall brings a beautiful new palette
of colors across the entire band lineup.",1338.0,4.705,1342.705,"this fall brings a beautiful new palette
of colors across the entire band lineup.","['this', 'fall', 'brings', 'a', 'beautiful', 'new', 'palette', 'of', 'colors', 'across', 'the', 'entire', 'band']",13,POSITIVE,1,"[('this fall', 'DATE')]",1320.0
"Including the Nike Sport Band
and Nike Sport Loop,",1342.738,3.137,1345.875,"including the nike sport band
and nike sport loop,","['including', 'the', 'nike', 'sport', 'band', 'and', 'nike', 'sport']",8,POSITIVE,1,[],1320.0
